0,1,2,3,4
0.006,0.002,0.0,0.982,0.01
0.004,0.0,0.0,0.0,0.996
0.004,0.95,0.002,0.042,0.002
0.0,0.002,0.998,0.0,0.0
0.532,0.042,0.112,0.28,0.034
0.016,0.012,0.0,0.948,0.024
0.0,0.0,0.0,0.0,1.0
0.006,0.892,0.032,0.068,0.002
0.908,0.006,0.012,0.068,0.006
0.06,0.01,0.01,0.032,0.888
0.926,0.008,0.01,0.04,0.016
0.0,0.0,0.0,0.002,0.998
0.01,0.004,0.004,0.012,0.97
0.044,0.04,0.878,0.032,0.006
0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
0.008,0.0,0.004,0.002,0.986
0.014,0.01,0.95,0.026,0.0
0.998,0.0,0.0,0.002,0.0
0.866,0.014,0.024,0.072,0.024
0.984,0.004,0.002,0.008,0.002
0.906,0.002,0.016,0.058,0.018
0.02,0.034,0.914,0.03,0.002
0.992,0.002,0.004,0.0,0.002
0.996,0.0,0.0,0.002,0.002
0.006,0.982,0.002,0.008,0.002
0.008,0.014,0.0,0.964,0.014
0.048,0.838,0.006,0.09,0.018
1.0,0.0,0.0,0.0,0.0
0.858,0.01,0.008,0.104,0.02
0.0,0.0,1.0,0.0,0.0
0.994,0.0,0.004,0.0,0.002
0.98,0.002,0.002,0.004,0.012
0.008,0.002,0.976,0.014,0.0
0.0,0.0,0.998,0.002,0.0
0.01,0.0,0.002,0.012,0.976
0.962,0.004,0.004,0.028,0.002
0.998,0.0,0.0,0.002,0.0
1.0,0.0,0.0,0.0,0.0
