0,1,2,3,4
0.96,0.006,0.006,0.018,0.01
0.006,0.962,0.008,0.016,0.008
0.05,0.008,0.008,0.018,0.916
0.884,0.024,0.01,0.052,0.03
0.04,0.858,0.028,0.04,0.034
0.874,0.028,0.006,0.06,0.032
0.976,0.004,0.006,0.012,0.002
0.062,0.022,0.842,0.052,0.022
0.026,0.018,0.034,0.908,0.014
0.006,0.0,0.0,0.0,0.994
0.788,0.034,0.054,0.078,0.046
0.832,0.022,0.024,0.092,0.03
0.004,0.958,0.01,0.022,0.006
0.972,0.002,0.008,0.014,0.004
0.034,0.014,0.918,0.028,0.006
0.034,0.902,0.008,0.05,0.006
0.014,0.01,0.958,0.014,0.004
0.966,0.004,0.0,0.024,0.006
0.914,0.008,0.016,0.052,0.01
0.744,0.042,0.036,0.136,0.042
0.934,0.012,0.008,0.026,0.02
0.124,0.048,0.67,0.112,0.046
0.854,0.02,0.026,0.078,0.022
0.28,0.098,0.044,0.558,0.02
0.024,0.006,0.024,0.936,0.01
0.004,0.002,0.006,0.01,0.978
0.006,0.002,0.988,0.004,0.0
0.008,0.006,0.976,0.008,0.002
0.002,0.0,0.006,0.002,0.99
0.012,0.006,0.006,0.008,0.968
0.002,0.004,0.988,0.002,0.004
0.082,0.028,0.012,0.026,0.852
0.068,0.024,0.798,0.084,0.026
0.024,0.86,0.024,0.064,0.028
0.012,0.94,0.014,0.032,0.002
0.004,0.004,0.982,0.008,0.002
0.944,0.004,0.016,0.024,0.012
0.02,0.928,0.01,0.036,0.006
0.968,0.006,0.002,0.02,0.004
0.246,0.04,0.034,0.628,0.052
0.016,0.958,0.002,0.018,0.006
0.064,0.026,0.014,0.892,0.004
0.094,0.028,0.038,0.824,0.016
0.762,0.058,0.03,0.118,0.032
0.256,0.06,0.062,0.568,0.054
0.018,0.004,0.002,0.004,0.972
0.01,0.94,0.016,0.024,0.01
0.018,0.008,0.948,0.02,0.006
0.11,0.016,0.026,0.058,0.79
0.936,0.004,0.012,0.04,0.008
0.994,0.0,0.002,0.002,0.002
0.872,0.03,0.004,0.084,0.01
0.018,0.004,0.942,0.032,0.004
0.012,0.008,0.01,0.012,0.958
0.076,0.128,0.026,0.738,0.032
0.042,0.018,0.888,0.034,0.018
0.028,0.018,0.01,0.932,0.012
0.042,0.016,0.036,0.88,0.026
0.044,0.006,0.018,0.906,0.026
0.006,0.008,0.978,0.006,0.002
0.036,0.016,0.912,0.022,0.014
0.982,0.002,0.0,0.008,0.008
0.046,0.796,0.034,0.108,0.016
0.008,0.004,0.004,0.004,0.98
0.004,0.0,0.0,0.002,0.994
0.958,0.008,0.008,0.012,0.014
0.006,0.004,0.972,0.014,0.004
0.988,0.002,0.004,0.006,0.0
0.006,0.0,0.002,0.004,0.988
0.032,0.832,0.028,0.1,0.008
0.102,0.018,0.024,0.85,0.006
0.006,0.002,0.986,0.006,0.0
0.796,0.012,0.042,0.094,0.056
0.86,0.032,0.028,0.048,0.032
0.872,0.01,0.026,0.076,0.016
0.982,0.006,0.006,0.006,0.0
0.972,0.002,0.004,0.01,0.012
0.986,0.0,0.0,0.008,0.006
0.05,0.018,0.016,0.91,0.006
0.068,0.796,0.022,0.074,0.04
0.908,0.012,0.014,0.044,0.022
0.986,0.004,0.006,0.004,0.0
0.062,0.024,0.028,0.864,0.022
