0,1,2,3,4
0.008,0.01,0.956,0.016,0.01
0.138,0.026,0.056,0.732,0.048
0.994,0.0,0.004,0.002,0.0
0.0,0.0,0.992,0.006,0.002
0.964,0.006,0.006,0.022,0.002
0.07,0.016,0.058,0.84,0.016
0.042,0.014,0.86,0.046,0.038
0.914,0.01,0.036,0.02,0.02
0.966,0.004,0.008,0.01,0.012
0.928,0.016,0.014,0.032,0.01
0.024,0.012,0.012,0.942,0.01
0.014,0.94,0.01,0.028,0.008
0.046,0.85,0.022,0.066,0.016
0.054,0.02,0.008,0.908,0.01
0.006,0.006,0.984,0.004,0.0
0.0,0.002,0.998,0.0,0.0
0.008,0.004,0.98,0.006,0.002
0.026,0.886,0.012,0.066,0.01
0.884,0.012,0.018,0.082,0.004
0.004,0.002,0.98,0.012,0.002
0.028,0.012,0.014,0.038,0.908
0.0,0.0,0.0,0.0,1.0
0.986,0.002,0.004,0.002,0.006
0.268,0.048,0.024,0.606,0.054
0.038,0.028,0.016,0.902,0.016
0.984,0.004,0.002,0.004,0.006
0.91,0.004,0.026,0.038,0.022
0.0,0.002,0.998,0.0,0.0
0.934,0.012,0.0,0.044,0.01
0.9,0.026,0.006,0.052,0.016
0.038,0.008,0.888,0.052,0.014
0.984,0.004,0.0,0.008,0.004
0.014,0.004,0.946,0.032,0.004
0.0,0.002,0.0,0.0,0.998
0.216,0.054,0.032,0.654,0.044
0.054,0.03,0.012,0.876,0.028
0.026,0.892,0.014,0.048,0.02
0.034,0.92,0.01,0.026,0.01
0.048,0.038,0.008,0.886,0.02
0.59,0.066,0.148,0.122,0.074
0.964,0.004,0.008,0.012,0.012
0.012,0.002,0.956,0.026,0.004
0.952,0.008,0.01,0.012,0.018
0.86,0.02,0.026,0.064,0.03
0.024,0.018,0.006,0.942,0.01
0.858,0.018,0.046,0.05,0.028
0.996,0.0,0.0,0.002,0.002
0.026,0.006,0.004,0.016,0.948
0.966,0.01,0.004,0.012,0.008
0.942,0.006,0.018,0.022,0.012
0.004,0.008,0.002,0.982,0.004
0.004,0.002,0.986,0.008,0.0
0.042,0.006,0.018,0.03,0.904
0.014,0.002,0.97,0.014,0.0
0.006,0.002,0.012,0.974,0.006
0.038,0.008,0.004,0.946,0.004
0.022,0.0,0.006,0.004,0.968
0.034,0.904,0.012,0.038,0.012
0.006,0.004,0.98,0.01,0.0
0.412,0.094,0.118,0.318,0.058
0.046,0.028,0.038,0.864,0.024
0.024,0.0,0.004,0.002,0.97
0.026,0.934,0.012,0.022,0.006
0.772,0.032,0.03,0.146,0.02
0.066,0.018,0.024,0.074,0.818
0.876,0.016,0.02,0.052,0.036
0.008,0.004,0.002,0.01,0.976
0.02,0.0,0.004,0.02,0.956
0.08,0.034,0.738,0.118,0.03
0.0,0.0,1.0,0.0,0.0
0.982,0.0,0.01,0.006,0.002
0.026,0.014,0.006,0.028,0.926
0.044,0.016,0.864,0.064,0.012
0.986,0.0,0.004,0.006,0.004
0.772,0.052,0.036,0.094,0.046
0.942,0.01,0.004,0.034,0.01
0.828,0.04,0.052,0.056,0.024
0.014,0.02,0.872,0.082,0.012
0.966,0.006,0.008,0.016,0.004
0.97,0.012,0.002,0.008,0.008
0.01,0.958,0.004,0.024,0.004
0.062,0.036,0.012,0.868,0.022
0.064,0.67,0.04,0.206,0.02
0.926,0.01,0.026,0.032,0.006
0.768,0.026,0.034,0.14,0.032
0.002,0.0,0.998,0.0,0.0
0.99,0.0,0.006,0.004,0.0
0.902,0.012,0.006,0.05,0.03
0.018,0.004,0.952,0.022,0.004
0.002,0.0,0.992,0.004,0.002
0.056,0.014,0.014,0.024,0.892
0.842,0.028,0.022,0.084,0.024
0.966,0.002,0.002,0.022,0.008
0.992,0.0,0.0,0.002,0.006
