0,1,2,3,4
0.014,0.004,0.956,0.022,0.004
0.018,0.034,0.022,0.892,0.034
0.004,0.002,0.006,0.006,0.982
0.044,0.004,0.0,0.01,0.942
0.95,0.006,0.014,0.02,0.01
0.066,0.828,0.018,0.048,0.04
0.934,0.008,0.018,0.028,0.012
0.984,0.0,0.006,0.008,0.002
0.006,0.002,0.982,0.006,0.004
0.988,0.0,0.0,0.006,0.006
0.008,0.004,0.978,0.006,0.004
0.85,0.024,0.022,0.072,0.032
0.06,0.764,0.05,0.102,0.024
0.016,0.008,0.002,0.012,0.962
0.858,0.028,0.022,0.078,0.014
0.044,0.024,0.006,0.914,0.012
0.942,0.006,0.022,0.012,0.018
0.02,0.002,0.006,0.014,0.958
0.016,0.0,0.006,0.006,0.972
0.982,0.0,0.004,0.002,0.012
0.028,0.926,0.008,0.028,0.01
0.376,0.102,0.05,0.404,0.068
0.084,0.032,0.022,0.822,0.04
0.038,0.008,0.008,0.936,0.01
0.124,0.572,0.036,0.25,0.018
0.044,0.026,0.01,0.914,0.006
0.018,0.006,0.002,0.006,0.968
0.954,0.006,0.008,0.022,0.01
0.034,0.862,0.016,0.068,0.02
0.916,0.01,0.008,0.044,0.022
0.002,0.0,0.996,0.002,0.0
0.014,0.002,0.004,0.006,0.974
0.944,0.008,0.01,0.026,0.012
0.004,0.0,0.996,0.0,0.0
0.004,0.006,0.988,0.0,0.002
0.024,0.018,0.008,0.932,0.018
0.88,0.012,0.044,0.034,0.03
0.926,0.006,0.024,0.022,0.022
0.822,0.02,0.022,0.114,0.022
0.06,0.01,0.004,0.912,0.014
0.932,0.01,0.014,0.022,0.022
0.002,0.948,0.01,0.026,0.014
0.942,0.004,0.006,0.036,0.012
0.006,0.002,0.0,0.008,0.984
0.034,0.014,0.904,0.034,0.014
0.768,0.04,0.03,0.136,0.026
0.044,0.84,0.024,0.076,0.016
0.954,0.004,0.004,0.016,0.022
0.906,0.008,0.008,0.066,0.012
0.856,0.022,0.014,0.092,0.016
0.0,0.0,0.002,0.0,0.998
0.84,0.022,0.028,0.074,0.036
0.006,0.0,0.988,0.004,0.002
0.05,0.01,0.01,0.918,0.012
0.024,0.008,0.002,0.012,0.954
0.178,0.104,0.052,0.596,0.07
0.012,0.968,0.004,0.012,0.004
0.032,0.008,0.926,0.024,0.01
0.156,0.03,0.026,0.068,0.72
0.968,0.002,0.016,0.012,0.002
0.068,0.01,0.034,0.876,0.012
0.004,0.002,0.988,0.004,0.002
0.008,0.0,0.988,0.004,0.0
0.04,0.024,0.014,0.914,0.008
0.142,0.034,0.032,0.772,0.02
0.062,0.018,0.012,0.042,0.866
0.142,0.568,0.094,0.13,0.066
0.026,0.016,0.016,0.032,0.91
0.02,0.0,0.008,0.964,0.008
0.978,0.004,0.002,0.014,0.002
0.008,0.006,0.98,0.004,0.002
0.866,0.016,0.032,0.056,0.03
0.928,0.002,0.012,0.036,0.022
0.002,0.0,0.002,0.0,0.996
0.954,0.002,0.006,0.032,0.006
0.98,0.004,0.002,0.01,0.004
0.008,0.002,0.004,0.006,0.98
0.054,0.026,0.038,0.866,0.016
0.086,0.042,0.012,0.852,0.008
0.958,0.006,0.004,0.02,0.012
0.13,0.402,0.128,0.264,0.076
